thisRow.t,notes,IAT_TEST.started,introduction.started,key_resp.started,textbox_2.started,textbox_2.stopped,IAT_TEST.stopped,textbox_2.text,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03023119999852497,0.04861430000164546,0.04861430000164546,4.99984809999296,9.98951839999063,15.50747820000106,Pygame 's problem,space,15.453850399993826,None,1,001,2024-06-14_09h54.29.727,IAT,2024.1.4,None,2024-06-14 09h54.34.806759 +0800,
