thisRow.t,notes,Instruction.started,Instruction01.started,image_instr2.started,image_illus.started,image_next.started,mouse.started,Instruction.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.018932399980258197,0.03699379999306984,0.03699379999306984,0.03699379999306984,0.03699379999306984,0.018710500007728115,5.409499899978982,[0.5819444444444445],[-0.39375],[1],[0],[0],[5.390023599989945],['image_next'],176793,001,2024-06-17_11h41.19.168,IAT(test02),2024.1.4,None,2024-06-17 11h41.24.751497 +0800,
