thisRow.t,notes,IAT_TEST.started,textbox.started,key_resp.started,textbox_2.started,textbox_2.stopped,IAT_TEST.stopped,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008383799999137409,0.014544199999363627,0.014544199999363627,0.014544199999363627,1.003453500001342,5.00256310000259,None,1,001,2024-06-13_16h57.09.650,IAT,2024.1.4,None,2024-06-13 16h57.15.071297 +0800,
