thisRow.t,notes,Instruction.started,Instruction_01.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.013193199993111193,0.019268999982159585,0.019268999982159585,14.289557299984153,space,14.264591899991501,None,1,001,2024-06-17_13h02.56.478,IAT(test02),2024.1.4,None,2024-06-17 13h03.01.380530 +0800,
