thisRow.t,notes,Instruction.started,textbox.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,IAT_TEST.started,introduction.started,key_resp.started,textbox_2.started,IAT_TEST.stopped,textbox_2.text,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03492239999468438,0.0709703000029549,0.0709703000029549,4.264399899999262,space,4.185026999999536,None,,,,,,,,,,1,001,2024-06-14_09h58.04.430,IAT,2024.1.4,None,2024-06-14 09h58.09.932993 +0800,
,,,,,,,,,4.264424199995119,4.279312099999515,4.279312099999515,9.257776500002365,10.724958199993125,Pygame 's problem ,space,6.44366479999735,None,1,001,2024-06-14_09h58.04.430,IAT,2024.1.4,None,2024-06-14 09h58.09.932993 +0800,
