thisRow.t,notes,IAT_TEST.started,introduction.started,key_resp.started,textbox_2.started,IAT_TEST.stopped,textbox_2.text,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03871140000410378,0.04795360000571236,0.04795360000571236,4.991971700001159,9.647745800000848,Pygame 's problem ,space,9.588937099993927,None,1,001,2024-06-14_09h31.52.992,IAT,2024.1.4,None,2024-06-14 09h31.58.468855 +0800,
