thisRow.t,notes,IAT_TEST.started,textbox.started,key_resp.started,textbox_2.started,textbox_2.stopped,IAT_TEST.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03475909999906435,0.06092089999947348,0.06092089999947348,0.06092089999947348,1.0546084999987215,11.680113499998697,space,11.61505709999983,None,1,001,2024-06-13_15h12.43.929,IAT,2024.1.4,None,2024-06-13 15h12.53.333658 +0800,
