thisRow.t,notes,IAT_TEST.started,textbox.started,key_resp.started,textbox_2.started,textbox_2.stopped,IAT_TEST.stopped,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03773129999899538,0.06797219999862136,0.06797219999862136,0.06797219999862136,1.0593193999993673,5.0026316000003135,None,1,001,2024-06-13_15h19.21.921,IAT,2024.1.4,None,2024-06-13 15h19.31.274564 +0800,
