thisRow.t,notes,IAT_TEST.started,introduction.started,key_resp.started,textbox_2.started,textbox_2.stopped,IAT_TEST.stopped,textbox_2.text,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03101089999836404,0.048649799995473586,0.048649799995473586,4.988721499990788,9.983344799999031,20.004830299993046,Pygame 's problem,None,1,001,2024-06-14_08h57.35.428,IAT,2024.1.4,None,2024-06-14 08h57.40.598446 +0800,
