"Words_t1","ans_t1","key_resp_t1.corr","key_resp_t1.rt","Words_t2","ans_t2","key_resp_t2.corr","key_resp_t2.rt","Subject"
"其他","i",1,0.7795,"","",NA,NA,"76"
"我的","e",1,0.6167,"","",NA,NA,"76"
"猖狂","i",1,0.5153,"","",NA,NA,"76"
"聪明","e",1,0.8503,"","",NA,NA,"76"
"无私","e",0,0.7851,"","",NA,NA,"76"
"他人","i",1,1.0635,"","",NA,NA,"76"
"我的","e",1,0.5052,"","",NA,NA,"76"
"崇高","e",1,0.5257,"","",NA,NA,"76"
"优秀","e",1,0.473,"","",NA,NA,"76"
"悲观","i",1,0.8833,"","",NA,NA,"76"
"我的","e",1,0.5011,"","",NA,NA,"76"
"固执","i",1,1.338,"","",NA,NA,"76"
"我","e",1,0.4843,"","",NA,NA,"76"
"他","i",1,0.7697,"","",NA,NA,"76"
"我","e",1,0.5388,"","",NA,NA,"76"
"俺","e",1,0.7474,"","",NA,NA,"76"
"散漫","i",1,0.603,"","",NA,NA,"76"
"我们","e",1,0.5841,"","",NA,NA,"76"
"执拗","i",1,1.1659,"","",NA,NA,"76"
"自己","e",1,0.4506,"","",NA,NA,"76"
"刻薄","i",1,0.7336,"","",NA,NA,"76"
"其他","i",1,0.7673,"","",NA,NA,"76"
"他人","i",1,0.5479,"","",NA,NA,"76"
"虚伪","i",1,0.9805,"","",NA,NA,"76"
"正直","e",1,0.7164,"","",NA,NA,"76"
"他们","i",1,0.8506,"","",NA,NA,"76"
"我的","e",1,0.6307,"","",NA,NA,"76"
"他","i",1,0.7382,"","",NA,NA,"76"
"他的","i",1,0.6136,"","",NA,NA,"76"
"消极","i",1,0.7992,"","",NA,NA,"76"
"他的","i",0,0.4793,"","",NA,NA,"76"
"俺","e",1,0.6155,"","",NA,NA,"76"
"卑鄙","i",1,0.7496,"","",NA,NA,"76"
"杰出","e",1,0.7837,"","",NA,NA,"76"
"自私","i",0,NA,"","",NA,NA,"76"
"诚恳","e",1,0.9523,"","",NA,NA,"76"
"凶狠","i",1,0.6168,"","",NA,NA,"76"
"认真","e",1,0.934,"","",NA,NA,"76"
"俺","e",1,0.5314,"","",NA,NA,"76"
"热情","e",1,0.8508,"","",NA,NA,"76"
"冷静","e",1,0.9474,"","",NA,NA,"76"
"自己","e",1,0.4692,"","",NA,NA,"76"
"我们","e",1,0.5308,"","",NA,NA,"76"
"冒失","i",1,1.0833,"","",NA,NA,"76"
"愚蠢","i",1,1.1658,"","",NA,NA,"76"
"他","i",1,0.9823,"","",NA,NA,"76"
"俺","e",1,0.5311,"","",NA,NA,"76"
"其他","i",1,0.7128,"","",NA,NA,"76"
"勤奋","e",1,1.3575,"","",NA,NA,"76"
"他的","i",1,0.8507,"","",NA,NA,"76"
"暴躁","i",1,1.4499,"","",NA,NA,"76"
"下贱","i",1,0.7847,"","",NA,NA,"76"
"他们","i",1,0.7084,"","",NA,NA,"76"
"他们","i",1,0.5424,"","",NA,NA,"76"
"朴实","e",1,0.6318,"","",NA,NA,"76"
"活泼","e",1,0.6077,"","",NA,NA,"76"
"我","e",1,0.5846,"","",NA,NA,"76"
"乐观","e",1,0.7589,"","",NA,NA,"76"
"鲁莽","i",1,1.1644,"","",NA,NA,"76"
"他的","i",1,0.953,"","",NA,NA,"76"
"傲慢","i",1,0.9553,"","",NA,NA,"76"
"他们","i",1,0.7737,"","",NA,NA,"76"
"勇敢","e",1,0.7144,"","",NA,NA,"76"
"自卑","i",1,0.532,"","",NA,NA,"76"
"细腻","e",1,0.5829,"","",NA,NA,"76"
"野蛮","i",1,0.582,"","",NA,NA,"76"
"我们","e",0,0.9147,"","",NA,NA,"76"
"公正","e",1,0.5536,"","",NA,NA,"76"
"诚实","e",1,0.6887,"","",NA,NA,"76"
"我们","e",1,0.3704,"","",NA,NA,"76"
"他","i",1,0.5505,"","",NA,NA,"76"
"我","e",1,0.5811,"","",NA,NA,"76"
"轻率","i",1,0.9022,"","",NA,NA,"76"
"他人","i",1,0.6032,"","",NA,NA,"76"
"自己","e",1,0.7022,"","",NA,NA,"76"
"他人","i",1,0.9648,"","",NA,NA,"76"
"稳重","e",1,0.8609,"","",NA,NA,"76"
"其他","i",1,0.5644,"","",NA,NA,"76"
"自己","e",1,0.7588,"","",NA,NA,"76"
"机智","e",1,0.5962,"","",NA,NA,"76"
"猖狂","i",1,0.6507,"","",NA,NA,"76"
"杰出","e",1,0.6676,"","",NA,NA,"76"
"勇敢","e",1,0.6727,"","",NA,NA,"76"
"自己","e",1,0.6507,"","",NA,NA,"76"
"我","e",1,0.4844,"","",NA,NA,"76"
"乐观","e",1,0.7663,"","",NA,NA,"76"
"认真","e",1,0.5843,"","",NA,NA,"76"
"他人","i",1,0.5334,"","",NA,NA,"76"
"野蛮","i",1,0.4851,"","",NA,NA,"76"
"无私","e",0,0.534,"","",NA,NA,"76"
"其他","i",1,0.8715,"","",NA,NA,"76"
"细腻","e",1,0.6504,"","",NA,NA,"76"
"他人","i",1,0.6835,"","",NA,NA,"76"
"消极","i",1,0.6172,"","",NA,NA,"76"
"其他","i",1,0.6169,"","",NA,NA,"76"
"优秀","e",1,0.5563,"","",NA,NA,"76"
"虚伪","i",1,1.1097,"","",NA,NA,"76"
"执拗","i",1,0.723,"","",NA,NA,"76"
"自卑","i",1,0.8191,"","",NA,NA,"76"
"自己","e",1,0.5472,"","",NA,NA,"76"
"他","i",1,0.6174,"","",NA,NA,"76"
"他们","i",1,0.5674,"","",NA,NA,"76"
"朴实","e",1,0.751,"","",NA,NA,"76"
"刻薄","i",1,0.6166,"","",NA,NA,"76"
"机智","e",1,0.6392,"","",NA,NA,"76"
"热情","e",1,0.5896,"","",NA,NA,"76"
"他","i",1,0.7686,"","",NA,NA,"76"
"他的","i",1,0.584,"","",NA,NA,"76"
"公正","e",1,1.1,"","",NA,NA,"76"
"我","e",1,1.0345,"","",NA,NA,"76"
"悲观","i",0,NA,"","",NA,NA,"76"
"其他","i",1,0.9336,"","",NA,NA,"76"
"正直","e",1,1.0718,"","",NA,NA,"76"
"鲁莽","i",1,0.6347,"","",NA,NA,"76"
"轻率","i",0,0.6693,"","",NA,NA,"76"
"我的","e",1,0.5122,"","",NA,NA,"76"
"诚恳","e",1,0.7343,"","",NA,NA,"76"
"我们","e",1,0.8408,"","",NA,NA,"76"
"崇高","e",1,0.5823,"","",NA,NA,"76"
"他人","i",1,0.6004,"","",NA,NA,"76"
"他们","i",1,0.5848,"","",NA,NA,"76"
"愚蠢","i",1,0.5344,"","",NA,NA,"76"
"我们","e",1,0.9329,"","",NA,NA,"76"
"我的","e",1,0.6857,"","",NA,NA,"76"
"自私","i",1,1.462,"","",NA,NA,"76"
"他","i",1,0.5835,"","",NA,NA,"76"
"我","e",1,0.6023,"","",NA,NA,"76"
"自己","e",1,0.535,"","",NA,NA,"76"
"活泼","e",1,0.8179,"","",NA,NA,"76"
"俺","e",1,1.0494,"","",NA,NA,"76"
"其他","i",1,0.6511,"","",NA,NA,"76"
"他的","i",1,0.6326,"","",NA,NA,"76"
"冒失","i",1,0.6559,"","",NA,NA,"76"
"他","i",1,0.6178,"","",NA,NA,"76"
"他的","i",1,0.6017,"","",NA,NA,"76"
"下贱","i",1,0.5677,"","",NA,NA,"76"
"凶狠","i",1,0.5364,"","",NA,NA,"76"
"勤奋","e",1,0.6015,"","",NA,NA,"76"
"傲慢","i",1,0.6719,"","",NA,NA,"76"
"他人","i",1,0.5709,"","",NA,NA,"76"
"他的","i",1,0.4678,"","",NA,NA,"76"
"冷静","e",1,0.7174,"","",NA,NA,"76"
"稳重","e",1,0.6342,"","",NA,NA,"76"
"我们","e",1,0.5396,"","",NA,NA,"76"
"他们","i",1,0.6341,"","",NA,NA,"76"
"自己","e",1,0.5673,"","",NA,NA,"76"
"俺","e",1,0.5884,"","",NA,NA,"76"
"俺","e",1,0.4836,"","",NA,NA,"76"
"散漫","i",1,0.7343,"","",NA,NA,"76"
"我","e",1,0.5676,"","",NA,NA,"76"
"诚实","e",1,0.6344,"","",NA,NA,"76"
"俺","e",1,0.5336,"","",NA,NA,"76"
"我的","e",1,0.4829,"","",NA,NA,"76"
"固执","i",1,0.8895,"","",NA,NA,"76"
"聪明","e",1,0.7173,"","",NA,NA,"76"
"卑鄙","i",1,0.5504,"","",NA,NA,"76"
"暴躁","i",1,0.6011,"","",NA,NA,"76"
"我的","e",1,0.5309,"","",NA,NA,"76"
"我们","e",1,0.5355,"","",NA,NA,"76"
"他们","i",1,0.5019,"","",NA,NA,"76"
"热情","e",1,1.1549,"","",NA,NA,"76"
"其他","i",1,0.7518,"","",NA,NA,"76"
"他们","i",1,0.7352,"","",NA,NA,"76"
"暴躁","i",1,0.6064,"","",NA,NA,"76"
"自己","e",1,0.8928,"","",NA,NA,"76"
"他人","i",1,0.656,"","",NA,NA,"76"
"我","e",1,0.5328,"","",NA,NA,"76"
"他的","i",1,0.6204,"","",NA,NA,"76"
"自卑","i",1,0.7178,"","",NA,NA,"76"
"凶狠","i",1,0.5223,"","",NA,NA,"76"
"其他","i",1,0.6001,"","",NA,NA,"76"
"冷静","e",1,1.3674,"","",NA,NA,"76"
