"Words_t1","ans_t1","key_resp_t1.corr","key_resp_t1.rt","Words_t2","ans_t2","key_resp_t2.corr","key_resp_t2.rt","Subject"
"自己","e",1,0.4687,"","",NA,NA,"61"
"俺","e",1,0.5137,"","",NA,NA,"61"
"自卑","i",1,0.6582,"","",NA,NA,"61"
"我的","e",1,0.4753,"","",NA,NA,"61"
"优秀","e",1,0.5798,"","",NA,NA,"61"
"崇高","e",1,0.4828,"","",NA,NA,"61"
"野蛮","i",1,0.5326,"","",NA,NA,"61"
"俺","e",1,0.4757,"","",NA,NA,"61"
"刻薄","i",1,0.5909,"","",NA,NA,"61"
"其他","i",1,0.5242,"","",NA,NA,"61"
"诚实","e",1,0.5595,"","",NA,NA,"61"
"暴躁","i",1,0.9613,"","",NA,NA,"61"
"我们","e",1,0.468,"","",NA,NA,"61"
"他们","i",1,0.4667,"","",NA,NA,"61"
"凶狠","i",1,0.5333,"","",NA,NA,"61"
"我的","e",1,0.4183,"","",NA,NA,"61"
"执拗","i",1,0.5569,"","",NA,NA,"61"
"自己","e",1,0.5286,"","",NA,NA,"61"
"他","i",1,0.4733,"","",NA,NA,"61"
"朴实","e",1,0.5054,"","",NA,NA,"61"
"他的","i",1,0.5887,"","",NA,NA,"61"
"俺","e",1,0.6064,"","",NA,NA,"61"
"他的","i",0,0.5594,"","",NA,NA,"61"
"他的","i",1,0.4693,"","",NA,NA,"61"
"诚恳","e",1,0.5498,"","",NA,NA,"61"
"我的","e",1,0.5615,"","",NA,NA,"61"
"我","e",1,0.6618,"","",NA,NA,"61"
"热情","e",1,0.6092,"","",NA,NA,"61"
"我","e",1,0.4305,"","",NA,NA,"61"
"勤奋","e",1,0.5018,"","",NA,NA,"61"
"卑鄙","i",1,0.6009,"","",NA,NA,"61"
"轻率","i",1,0.8958,"","",NA,NA,"61"
"傲慢","i",1,0.5164,"","",NA,NA,"61"
"散漫","i",1,0.4216,"","",NA,NA,"61"
"俺","e",1,0.6192,"","",NA,NA,"61"
"他人","i",1,0.5046,"","",NA,NA,"61"
"自私","i",1,0.7915,"","",NA,NA,"61"
"活泼","e",1,0.5361,"","",NA,NA,"61"
"乐观","e",1,0.5932,"","",NA,NA,"61"
"认真","e",1,0.5784,"","",NA,NA,"61"
"鲁莽","i",1,0.6026,"","",NA,NA,"61"
"其他","i",1,0.5926,"","",NA,NA,"61"
"下贱","i",1,0.4301,"","",NA,NA,"61"
"愚蠢","i",1,0.5154,"","",NA,NA,"61"
"猖狂","i",1,0.5295,"","",NA,NA,"61"
"他的","i",1,0.6297,"","",NA,NA,"61"
"我们","e",1,0.6829,"","",NA,NA,"61"
"他","i",1,0.6269,"","",NA,NA,"61"
"其他","i",1,0.5124,"","",NA,NA,"61"
"他们","i",1,0.3589,"","",NA,NA,"61"
"悲观","i",1,0.995,"","",NA,NA,"61"
"固执","i",1,0.6364,"","",NA,NA,"61"
"无私","e",0,0.5257,"","",NA,NA,"61"
"细腻","e",1,1.3928,"","",NA,NA,"61"
"聪明","e",1,0.5882,"","",NA,NA,"61"
"自己","e",1,0.6407,"","",NA,NA,"61"
"他人","i",1,0.6247,"","",NA,NA,"61"
"他人","i",1,0.4956,"","",NA,NA,"61"
"他人","i",1,0.4167,"","",NA,NA,"61"
"他们","i",1,0.5119,"","",NA,NA,"61"
"消极","i",1,0.6002,"","",NA,NA,"61"
"我","e",1,0.4872,"","",NA,NA,"61"
"他","i",1,0.5612,"","",NA,NA,"61"
"虚伪","i",1,0.4881,"","",NA,NA,"61"
"他们","i",1,0.4924,"","",NA,NA,"61"
"杰出","e",1,0.9155,"","",NA,NA,"61"
"自己","e",1,0.5386,"","",NA,NA,"61"
"正直","e",1,0.4998,"","",NA,NA,"61"
"他","i",1,0.5734,"","",NA,NA,"61"
"冒失","i",1,0.6369,"","",NA,NA,"61"
"其他","i",1,0.3671,"","",NA,NA,"61"
"稳重","e",1,0.6802,"","",NA,NA,"61"
"我们","e",1,0.577,"","",NA,NA,"61"
"机智","e",1,0.6185,"","",NA,NA,"61"
"冷静","e",1,0.4449,"","",NA,NA,"61"
"我们","e",1,0.504,"","",NA,NA,"61"
"勇敢","e",1,0.539,"","",NA,NA,"61"
"公正","e",1,0.4036,"","",NA,NA,"61"
"我的","e",1,0.4653,"","",NA,NA,"61"
"我","e",1,0.5059,"","",NA,NA,"61"
"勤奋","e",1,0.8073,"","",NA,NA,"61"
"冒失","i",1,0.707,"","",NA,NA,"61"
"自私","i",1,0.601,"","",NA,NA,"61"
"我们","e",1,0.4012,"","",NA,NA,"61"
"诚实","e",1,0.3803,"","",NA,NA,"61"
"机智","e",1,0.4572,"","",NA,NA,"61"
"他","i",1,0.5278,"","",NA,NA,"61"
"朴实","e",1,0.8003,"","",NA,NA,"61"
"我","e",1,0.4648,"","",NA,NA,"61"
"俺","e",1,0.4832,"","",NA,NA,"61"
