"Words_t1","ans_t1","key_resp_t1.corr","key_resp_t1.rt","Words_t2","ans_t2","key_resp_t2.corr","key_resp_t2.rt","Subject"
"冒失","i",1,0.5856,"","",NA,NA,"16"
"他们","i",1,0.4825,"","",NA,NA,"16"
"俺","e",1,0.5565,"","",NA,NA,"16"
"散漫","i",1,0.5657,"","",NA,NA,"16"
"乐观","e",1,0.5829,"","",NA,NA,"16"
"我","e",1,0.4823,"","",NA,NA,"16"
"冷静","e",1,0.6174,"","",NA,NA,"16"
"他人","i",1,0.6173,"","",NA,NA,"16"
"正直","e",1,0.5488,"","",NA,NA,"16"
"轻率","i",1,0.6185,"","",NA,NA,"16"
"自己","e",1,0.5089,"","",NA,NA,"16"
"他","i",1,0.5328,"","",NA,NA,"16"
"诚恳","e",1,0.5604,"","",NA,NA,"16"
"稳重","e",1,0.6656,"","",NA,NA,"16"
"勤奋","e",1,0.4929,"","",NA,NA,"16"
"愚蠢","i",1,0.5317,"","",NA,NA,"16"
"我的","e",1,0.4987,"","",NA,NA,"16"
"其他","i",1,0.6408,"","",NA,NA,"16"
"自己","e",1,0.522,"","",NA,NA,"16"
"热情","e",1,0.4833,"","",NA,NA,"16"
"固执","i",1,0.5654,"","",NA,NA,"16"
"他","i",0,0.5083,"","",NA,NA,"16"
"暴躁","i",1,0.5862,"","",NA,NA,"16"
"执拗","i",1,0.5414,"","",NA,NA,"16"
"卑鄙","i",1,0.4357,"","",NA,NA,"16"
"其他","i",1,0.484,"","",NA,NA,"16"
"悲观","i",1,0.517,"","",NA,NA,"16"
"我的","e",1,0.4676,"","",NA,NA,"16"
"其他","i",1,0.5241,"","",NA,NA,"16"
"我们","e",1,0.5482,"","",NA,NA,"16"
"我们","e",1,0.4505,"","",NA,NA,"16"
"他的","i",1,0.55,"","",NA,NA,"16"
"我","e",1,0.4688,"","",NA,NA,"16"
"诚实","e",1,0.5896,"","",NA,NA,"16"
"他们","i",1,0.6729,"","",NA,NA,"16"
"他的","i",1,0.4261,"","",NA,NA,"16"
"细腻","e",1,0.6156,"","",NA,NA,"16"
"认真","e",1,0.5901,"","",NA,NA,"16"
"我们","e",1,0.7058,"","",NA,NA,"16"
"他的","i",1,0.5157,"","",NA,NA,"16"
"他","i",1,0.5506,"","",NA,NA,"16"
"他","i",1,0.5249,"","",NA,NA,"16"
"勇敢","e",1,0.6257,"","",NA,NA,"16"
"我的","e",1,0.5323,"","",NA,NA,"16"
"他人","i",1,0.5533,"","",NA,NA,"16"
"杰出","e",1,0.6063,"","",NA,NA,"16"
"活泼","e",1,0.5361,"","",NA,NA,"16"
"他们","i",1,0.5183,"","",NA,NA,"16"
"他的","i",1,0.556,"","",NA,NA,"16"
"自己","e",1,0.4726,"","",NA,NA,"16"
"他们","i",1,0.5162,"","",NA,NA,"16"
"他人","i",1,0.487,"","",NA,NA,"16"
"我","e",1,0.4707,"","",NA,NA,"16"
"公正","e",1,0.502,"","",NA,NA,"16"
"俺","e",1,0.5252,"","",NA,NA,"16"
"俺","e",1,0.4349,"","",NA,NA,"16"
"崇高","e",1,0.5989,"","",NA,NA,"16"
"无私","e",0,0.5364,"","",NA,NA,"16"
"我们","e",1,0.4665,"","",NA,NA,"16"
"他人","i",1,0.5742,"","",NA,NA,"16"
"优秀","e",1,0.4918,"","",NA,NA,"16"
"自己","e",1,0.4829,"","",NA,NA,"16"
"我的","e",1,0.452,"","",NA,NA,"16"
"我","e",1,0.4355,"","",NA,NA,"16"
"下贱","i",1,0.4995,"","",NA,NA,"16"
"野蛮","i",1,0.5396,"","",NA,NA,"16"
"自私","i",1,0.5654,"","",NA,NA,"16"
"傲慢","i",1,0.5166,"","",NA,NA,"16"
"朴实","e",1,0.549,"","",NA,NA,"16"
"猖狂","i",1,0.5652,"","",NA,NA,"16"
"机智","e",1,0.6536,"","",NA,NA,"16"
"俺","e",1,0.5503,"","",NA,NA,"16"
"消极","i",1,0.603,"","",NA,NA,"16"
"凶狠","i",1,0.518,"","",NA,NA,"16"
"鲁莽","i",1,0.5247,"","",NA,NA,"16"
"虚伪","i",1,0.5164,"","",NA,NA,"16"
"刻薄","i",1,0.5028,"","",NA,NA,"16"
"其他","i",0,0.6491,"","",NA,NA,"16"
"聪明","e",1,0.4812,"","",NA,NA,"16"
"自卑","i",1,0.5591,"","",NA,NA,"16"
"热情","e",1,0.5328,"","",NA,NA,"16"
"他人","i",1,0.549,"","",NA,NA,"16"
"他们","i",1,0.4549,"","",NA,NA,"16"
"刻薄","i",1,0.5197,"","",NA,NA,"16"
"轻率","i",1,0.4229,"","",NA,NA,"16"
"虚伪","i",1,0.4575,"","",NA,NA,"16"
"我们","e",1,0.4892,"","",NA,NA,"16"
"自己","e",1,0.4716,"","",NA,NA,"16"
"他","i",1,0.5157,"","",NA,NA,"16"
"他的","i",1,0.4486,"","",NA,NA,"16"
"无私","e",0,0.5515,"","",NA,NA,"16"
"猖狂","i",1,0.508,"","",NA,NA,"16"
"我的","e",1,0.5339,"","",NA,NA,"16"
"自己","e",1,0.5053,"","",NA,NA,"16"
"冒失","i",1,0.5841,"","",NA,NA,"16"
