"Words_t1","ans_t1","key_resp_t1.corr","key_resp_t1.rt","Words_t2","ans_t2","key_resp_t2.corr","key_resp_t2.rt","Subject"
"活泼","e",1,0.6488,"","",NA,NA,"6"
"我的","e",1,0.5779,"","",NA,NA,"6"
"固执","i",1,0.6105,"","",NA,NA,"6"
"聪明","e",1,0.6816,"","",NA,NA,"6"
"他的","i",1,0.7585,"","",NA,NA,"6"
"杰出","e",1,0.5995,"","",NA,NA,"6"
"我们","e",1,0.5796,"","",NA,NA,"6"
"他人","i",1,0.5446,"","",NA,NA,"6"
"他们","i",1,0.5497,"","",NA,NA,"6"
"我们","e",1,0.4842,"","",NA,NA,"6"
"自卑","i",1,0.5991,"","",NA,NA,"6"
"他人","i",1,0.4455,"","",NA,NA,"6"
"其他","i",1,0.6983,"","",NA,NA,"6"
"其他","i",1,0.4011,"","",NA,NA,"6"
"鲁莽","i",1,0.6198,"","",NA,NA,"6"
"诚恳","e",0,0.4519,"","",NA,NA,"6"
"冒失","i",1,0.5303,"","",NA,NA,"6"
"卑鄙","i",1,0.5373,"","",NA,NA,"6"
"俺","e",1,0.7092,"","",NA,NA,"6"
"认真","e",1,0.4621,"","",NA,NA,"6"
"其他","i",1,0.5386,"","",NA,NA,"6"
"轻率","i",1,0.6031,"","",NA,NA,"6"
"冷静","e",1,0.5798,"","",NA,NA,"6"
"我们","e",1,0.5489,"","",NA,NA,"6"
"他的","i",1,0.5104,"","",NA,NA,"6"
"公正","e",1,0.5701,"","",NA,NA,"6"
"乐观","e",1,0.867,"","",NA,NA,"6"
"俺","e",1,0.5284,"","",NA,NA,"6"
"朴实","e",1,0.6622,"","",NA,NA,"6"
"我","e",1,0.4739,"","",NA,NA,"6"
"他","i",1,0.4733,"","",NA,NA,"6"
"猖狂","i",1,0.672,"","",NA,NA,"6"
"自己","e",1,0.786,"","",NA,NA,"6"
"凶狠","i",1,0.518,"","",NA,NA,"6"
"执拗","i",1,0.6125,"","",NA,NA,"6"
"勤奋","e",1,0.4613,"","",NA,NA,"6"
"机智","e",1,0.6312,"","",NA,NA,"6"
"我们","e",1,0.5345,"","",NA,NA,"6"
"俺","e",1,0.4821,"","",NA,NA,"6"
"崇高","e",1,0.4969,"","",NA,NA,"6"
"悲观","i",1,0.7465,"","",NA,NA,"6"
"他","i",1,0.49,"","",NA,NA,"6"
"他","i",1,0.4152,"","",NA,NA,"6"
"虚伪","i",1,0.5283,"","",NA,NA,"6"
"他的","i",1,0.454,"","",NA,NA,"6"
"我","e",1,0.4292,"","",NA,NA,"6"
"暴躁","i",1,0.517,"","",NA,NA,"6"
"自己","e",1,0.5527,"","",NA,NA,"6"
"俺","e",1,0.4956,"","",NA,NA,"6"
"细腻","e",1,0.6689,"","",NA,NA,"6"
"消极","i",1,0.5602,"","",NA,NA,"6"
"优秀","e",1,0.5181,"","",NA,NA,"6"
"野蛮","i",1,0.5638,"","",NA,NA,"6"
"愚蠢","i",1,0.6436,"","",NA,NA,"6"
"诚实","e",1,0.5097,"","",NA,NA,"6"
"我的","e",1,0.5601,"","",NA,NA,"6"
"下贱","i",1,0.4701,"","",NA,NA,"6"
"热情","e",1,0.5245,"","",NA,NA,"6"
"他","i",1,0.5158,"","",NA,NA,"6"
"自己","e",1,0.4474,"","",NA,NA,"6"
"自私","i",1,0.564,"","",NA,NA,"6"
"我的","e",1,0.4713,"","",NA,NA,"6"
"我","e",1,0.4793,"","",NA,NA,"6"
"自己","e",1,0.4653,"","",NA,NA,"6"
"刻薄","i",1,0.5316,"","",NA,NA,"6"
"傲慢","i",1,0.6573,"","",NA,NA,"6"
"散漫","i",1,0.5733,"","",NA,NA,"6"
"他们","i",1,0.5653,"","",NA,NA,"6"
"我","e",1,0.4877,"","",NA,NA,"6"
"他人","i",1,0.3973,"","",NA,NA,"6"
"我的","e",1,0.5594,"","",NA,NA,"6"
"他的","i",1,0.4459,"","",NA,NA,"6"
"正直","e",1,0.6624,"","",NA,NA,"6"
"他人","i",1,0.4625,"","",NA,NA,"6"
"无私","e",1,0.8652,"","",NA,NA,"6"
"其他","i",1,0.5466,"","",NA,NA,"6"
"勇敢","e",1,0.5187,"","",NA,NA,"6"
"稳重","e",1,0.7417,"","",NA,NA,"6"
"他们","i",1,0.4795,"","",NA,NA,"6"
"他们","i",1,0.4748,"","",NA,NA,"6"
"我的","e",1,0.4951,"","",NA,NA,"6"
"我","e",1,0.4487,"","",NA,NA,"6"
"正直","e",1,0.5342,"","",NA,NA,"6"
"其他","i",1,0.5799,"","",NA,NA,"6"
"细腻","e",1,0.5639,"","",NA,NA,"6"
"他的","i",1,0.4468,"","",NA,NA,"6"
"我们","e",1,0.5189,"","",NA,NA,"6"
"散漫","i",1,0.5844,"","",NA,NA,"6"
"刻薄","i",1,0.5676,"","",NA,NA,"6"
"俺","e",1,0.5829,"","",NA,NA,"6"
"我们","e",1,0.5478,"","",NA,NA,"6"
"轻率","i",1,0.6173,"","",NA,NA,"6"
"其他","i",1,0.4377,"","",NA,NA,"6"
"消极","i",1,0.4838,"","",NA,NA,"6"
"稳重","e",1,0.5309,"","",NA,NA,"6"
"乐观","e",1,0.4157,"","",NA,NA,"6"
"我的","e",1,0.4202,"","",NA,NA,"6"
"凶狠","i",1,0.5347,"","",NA,NA,"6"
"诚恳","e",1,0.5211,"","",NA,NA,"6"
"自己","e",1,0.4806,"","",NA,NA,"6"
"我","e",1,0.4809,"","",NA,NA,"6"
"他","i",1,0.4611,"","",NA,NA,"6"
"无私","e",1,0.6981,"","",NA,NA,"6"
"他","i",0,0.5456,"","",NA,NA,"6"
"我们","e",1,0.5561,"","",NA,NA,"6"
"他们","i",1,0.5334,"","",NA,NA,"6"
"俺","e",1,0.6975,"","",NA,NA,"6"
"自卑","i",1,0.7296,"","",NA,NA,"6"
"自己","e",1,0.4831,"","",NA,NA,"6"
"俺","e",1,0.5481,"","",NA,NA,"6"
"我们","e",1,0.5734,"","",NA,NA,"6"
"悲观","i",1,0.5654,"","",NA,NA,"6"
