"Words_t1","ans_t1","key_resp_t1.corr","key_resp_t1.rt","Words_t2","ans_t2","key_resp_t2.corr","key_resp_t2.rt","Subject"
"诚实","e",1,0.697,"","",NA,NA,"91"
"他的","i",0,0.4265,"","",NA,NA,"91"
"我的","e",1,0.5049,"","",NA,NA,"91"
"野蛮","i",1,0.594,"","",NA,NA,"91"
"他人","i",1,0.4863,"","",NA,NA,"91"
"细腻","e",1,0.6791,"","",NA,NA,"91"
"其他","i",1,0.8251,"","",NA,NA,"91"
"俺","e",1,0.4725,"","",NA,NA,"91"
"自己","e",1,0.4787,"","",NA,NA,"91"
"优秀","e",1,0.5238,"","",NA,NA,"91"
"崇高","e",1,0.7093,"","",NA,NA,"91"
"朴实","e",1,0.71,"","",NA,NA,"91"
"他们","i",1,0.4617,"","",NA,NA,"91"
"我","e",1,1.2124,"","",NA,NA,"91"
"自私","i",1,0.5569,"","",NA,NA,"91"
"我的","e",0,0.5224,"","",NA,NA,"91"
"刻薄","i",1,0.4974,"","",NA,NA,"91"
"他","i",1,0.4614,"","",NA,NA,"91"
"我们","e",1,0.5585,"","",NA,NA,"91"
"自己","e",1,0.3909,"","",NA,NA,"91"
"固执","i",1,1.0428,"","",NA,NA,"91"
"冷静","e",1,0.6301,"","",NA,NA,"91"
"我","e",1,0.6005,"","",NA,NA,"91"
"我们","e",1,0.7295,"","",NA,NA,"91"
"他们","i",1,0.4914,"","",NA,NA,"91"
"俺","e",1,0.4433,"","",NA,NA,"91"
"无私","e",1,0.583,"","",NA,NA,"91"
"他","i",1,0.5093,"","",NA,NA,"91"
"他的","i",1,0.4973,"","",NA,NA,"91"
"猖狂","i",1,0.5303,"","",NA,NA,"91"
"散漫","i",1,0.5215,"","",NA,NA,"91"
"鲁莽","i",1,0.5074,"","",NA,NA,"91"
"虚伪","i",1,0.3877,"","",NA,NA,"91"
"消极","i",1,0.5052,"","",NA,NA,"91"
"他们","i",1,0.5756,"","",NA,NA,"91"
"我们","e",1,0.4672,"","",NA,NA,"91"
"我们","e",1,0.4671,"","",NA,NA,"91"
"轻率","i",1,0.4855,"","",NA,NA,"91"
"勤奋","e",1,0.4974,"","",NA,NA,"91"
"聪明","e",1,0.479,"","",NA,NA,"91"
"他","i",1,0.4614,"","",NA,NA,"91"
"其他","i",1,0.4854,"","",NA,NA,"91"
"公正","e",1,0.4573,"","",NA,NA,"91"
"他人","i",1,0.4819,"","",NA,NA,"91"
"自己","e",1,0.4549,"","",NA,NA,"91"
"稳重","e",0,0.4273,"","",NA,NA,"91"
"我的","e",1,0.4552,"","",NA,NA,"91"
"他人","i",1,0.4264,"","",NA,NA,"91"
"其他","i",1,0.4091,"","",NA,NA,"91"
"卑鄙","i",1,0.4432,"","",NA,NA,"91"
"勇敢","e",1,0.504,"","",NA,NA,"91"
"认真","e",1,0.4731,"","",NA,NA,"91"
"下贱","i",1,0.4945,"","",NA,NA,"91"
"我","e",1,0.4424,"","",NA,NA,"91"
"愚蠢","i",1,0.4417,"","",NA,NA,"91"
"暴躁","i",1,0.4547,"","",NA,NA,"91"
"其他","i",1,0.5403,"","",NA,NA,"91"
"正直","e",1,0.4675,"","",NA,NA,"91"
"他","i",1,0.4665,"","",NA,NA,"91"
"杰出","e",1,0.5116,"","",NA,NA,"91"
"诚恳","e",1,0.5153,"","",NA,NA,"91"
"凶狠","i",1,0.4488,"","",NA,NA,"91"
"他的","i",1,0.5039,"","",NA,NA,"91"
"他人","i",1,0.4936,"","",NA,NA,"91"
"他们","i",1,0.4818,"","",NA,NA,"91"
"傲慢","i",1,0.4757,"","",NA,NA,"91"
"俺","e",1,0.5518,"","",NA,NA,"91"
"自卑","i",1,0.5519,"","",NA,NA,"91"
"活泼","e",1,0.838,"","",NA,NA,"91"
"热情","e",0,0.7046,"","",NA,NA,"91"
"俺","e",1,0.5173,"","",NA,NA,"91"
